id_0,AMB_TEMP,35,35,35,34,33,31,30,29,29
id_0,CH4,1.6,1.7,1.7,1.6,1.6,1.6,1.7,1.7,1.7
id_0,CO,0.17,0.15,0.14,0.14,0.17,0.22,0.3,0.37,0.42
id_0,NMHC,0.02,0.01,0.01,0.01,0.03,0.04,0.08,0.13,0.11
id_0,NO,1.6,1.7,2,2.1,1.9,1.8,1.8,1.6,1.7
id_0,NO2,4.4,4.7,4.6,4.5,5.6,7.6,11,12,15
id_0,NOx,6,6.5,6.6,6.6,7.5,9.5,13,14,17
id_0,O3,61,60,54,53,51,51,46,45,42
id_0,PM10,42,42,35,37,34,41,41,49,51
id_0,PM2.5,39,43,29,23,25,27,32,26,40
id_0,RAINFALL,NR,NR,NR,NR,NR,NR,NR,NR,NR
id_0,RH,50,51,51,54,58,63,66,67,65
id_0,SO2,3,2.9,2.4,2.4,2.1,2.6,2.9,2.8,2.9
id_0,THC,1.7,1.7,1.7,1.6,1.6,1.7,1.7,1.8,1.8
id_0,WD_HR,269,261,269,267,270,278,276,281,243
id_0,WIND_DIREC,260,265,276,267,278,278,278,283,220
id_0,WIND_SPEED,3,3.5,3.2,3.3,3.1,2,1.9,1.6,1.2
id_0,WS_HR,2.3,2.9,3.3,3.6,3,2,2,1.8,0.9
id_1,AMB_TEMP,24,25,25,27,29,29,30,30,30
id_1,CH4,1.7,1.7,1.6,1.6,1.6,1.6,1.6,1.6,1.6
id_1,CO,0.13,0.12,0.16,0.22,0.24,0.19,0.18,0.18,0.17
id_1,NMHC,0.03,0.02,0.04,0.05,0.11,0.11,0.13,0.08,0.05
id_1,NO,0.9,1,1.6,2.3,4,3.8,3.4,2.4,2.7
id_1,NO2,3,3.3,4.5,4.2,6.5,5.3,5.4,5,4.8
id_1,NOx,3.9,4.3,6.1,6.5,10,9,8.8,7.4,7.4
id_1,O3,23,21,18,19,20,22,25,26,30
id_1,PM10,25,24,19,19,25,25,28,29,28
id_1,PM2.5,18,13,22,18,14,10,13,11,14
id_1,RAINFALL,NR,NR,NR,NR,NR,NR,NR,NR,NR
id_1,RH,67,65,65,64,58,58,56,57,56
id_1,SO2,2.2,2.4,2.4,2.4,3.1,2.8,2.9,2.6,2.4
id_1,THC,1.7,1.7,1.7,1.7,1.7,1.8,1.8,1.7,1.7
id_1,WD_HR,201,181,185,190,180,195,191,198,191
id_1,WIND_DIREC,198,164,203,184,190,174,196,194,206
id_1,WIND_SPEED,1.8,1.7,3.4,3.8,2.9,3.7,4.1,4.3,3.2
id_1,WS_HR,1.3,1.8,2.1,3.6,3,3.9,3.5,3.6,3.2
id_2,AMB_TEMP,25,25,25,24,25,25,25,24,25
id_2,CH4,1.8,1.9,1.9,1.9,1.8,1.8,1.8,1.9,1.8
id_2,CO,0.76,0.84,0.76,0.55,0.45,0.34,0.31,0.31,0.48
id_2,NMHC,0.69,0.65,0.49,0.43,0.34,0.27,0.14,0.11,0.24
id_2,NO,1.6,1.9,2.1,1.6,0.9,1.2,1.6,2.6,9.1
id_2,NO2,26,27,27,17,9.6,6.7,8.1,8.1,11
id_2,NOx,28,29,29,19,10,7.9,9.6,11,20
id_2,O3,14,8.2,5.1,7.4,11,9.9,6.9,6.2,7.4
id_2,PM10,44,55,51,47,36,37,32,35,28
id_2,PM2.5,20,17,17,24,20,22,10,8,5
id_2,RAINFALL,1,0.2,NR,NR,NR,NR,NR,NR,NR
id_2,RH,85,85,86,86,85,84,84,84,82
id_2,SO2,1.9,1.9,1.7,2.5,2.4,2.3,2.2,2,2.2
id_2,THC,2.5,2.5,2.4,2.3,2.1,2,2,2,2
id_2,WD_HR,136,198,243,123,98,115,255,183,100
id_2,WIND_DIREC,140,221,165,347,102,155,264,139,90
id_2,WIND_SPEED,0.8,0.9,0.6,0.5,1.2,0.5,1.7,1.1,1.4
id_2,WS_HR,0.7,0.6,0.5,0.7,1,0.9,1,0.6,1.1
id_3,AMB_TEMP,30,29,28,27,27,26,25,25,24
id_3,CH4,1.6,1.6,1.7,1.7,1.7,1.9,1.8,1.7,1.8
id_3,CO,0.31,0.36,0.45,0.58,0.6,0.76,0.69,0.43,0.41
id_3,NMHC,0.05,0.07,0.12,0.16,0.16,0.26,0.22,0.1,0.1
id_3,NO,2.2,1.3,1.1,1,1,3.2,2.7,1.1,0.9
id_3,NO2,9.5,10,14,20,25,35,31,18,17
id_3,NOx,12,11,15,21,26,38,34,19,18
id_3,O3,37,36,31,24,19,8.1,13,21,17
id_3,PM10,28,26,28,31,37,47,51,47,43
id_3,PM2.5,11,4,8,12,13,15,25,28,20
id_3,RAINFALL,NR,NR,NR,NR,NR,NR,NR,NR,NR
id_3,RH,55,56,59,61,64,69,70,70,73
id_3,SO2,3.9,2.5,2.7,2.8,4.5,4.6,4.7,5.1,4.4
id_3,THC,1.6,1.7,1.8,1.9,1.9,2.1,2,1.9,1.9
id_3,WD_HR,283,336,321,322,52,252,347,28,37
id_3,WIND_DIREC,289,317,338,24,71,274,338,46,49
id_3,WIND_SPEED,1.6,1.8,1.6,1,1,1.4,1.2,2,1.7
id_3,WS_HR,1.7,0.6,0.7,0.7,1,0.3,0.5,0.7,1
id_4,AMB_TEMP,33,33,31,29,28,27,26,25,24
id_4,CH4,1.6,1.6,1.6,1.6,1.8,1.9,1.9,1.8,1.7
id_4,CO,0.27,0.36,0.42,0.56,1.03,0.93,0.82,0.86,0.76
id_4,NMHC,0.14,0.2,0.2,0.25,1.04,0.91,0.65,0.55,0.61
id_4,NO,4,6.6,7,7.2,9.6,14,14,12,9
id_4,NO2,9,16,21,25,38,44,40,32,25
id_4,NOx,13,23,28,32,47,58,54,44,34
id_4,O3,43,31,24,14,6,3.6,3.5,3.6,4.1
id_4,PM10,61,53,57,56,49,56,70,77,72
id_4,PM2.5,34,24,19,17,19,16,21,27,27
id_4,RAINFALL,NR,NR,NR,NR,NR,NR,NR,NR,NR
id_4,RH,53,53,57,61,66,68,70,71,73
id_4,SO2,5.4,8.5,9.3,8.5,10,11,9.7,6.9,5.2
id_4,THC,1.7,1.8,1.8,1.9,2.8,2.8,2.5,2.3,2.3
id_4,WD_HR,267,276,276,268,239,208,169,131,116
id_4,WIND_DIREC,273,278,277,264,235,170,175,112,129
id_4,WIND_SPEED,3.2,2.5,2.8,2.3,1.2,1.3,0.7,1.2,0.8
id_4,WS_HR,3.5,2.7,2.7,2.3,1.2,1.1,0.9,1,1.2
id_5,AMB_TEMP,27,25,24,22,22,21,21,20,20
id_5,CH4,1.8,1.8,1.8,1.8,1.8,1.9,1.9,1.9,1.9
id_5,CO,0.67,0.65,0.86,0.61,0.9,1.04,0.97,0.87,0.78
id_5,NMHC,0.18,0.19,0.34,0.22,0.35,0.4,0.41,0.34,0.24
id_5,NO,1.1,0.9,2.8,2.1,3.3,6.6,5.9,2.5,2.1
id_5,NO2,19,20,36,36,36,37,31,25,26
id_5,NOx,20,21,38,38,39,43,37,28,28
id_5,O3,71,47,20,12,12,7.8,9.9,12,7.8
id_5,PM10,131,168,159,143,109,117,118,144,150
id_5,PM2.5,118,122,102,76,70,83,106,116,117
id_5,RAINFALL,NR,NR,NR,NR,NR,NR,NR,NR,NR
id_5,RH,62,67,72,79,77,77,77,78,80
id_5,SO2,5.7,4.9,3.9,5,4.1,4.4,3.2,3.2,3.1
id_5,THC,1.9,2,2.2,2,2.2,2.3,2.3,2.2,2.2
id_5,WD_HR,330,324,262,167,137,145,106,123,230
id_5,WIND_DIREC,321,321,203,171,133,107,94,167,236
id_5,WIND_SPEED,1.9,1.3,1,0.7,1.1,1.2,1,0.7,1
id_5,WS_HR,1.2,0.8,0.7,1.1,0.9,0.6,1.3,0.7,0.5
